Time,Recovery
1.0,19.064483169192606
2.202020202020202,30.095376951144182
3.404040404040404,41.538411884423105
4.606060606060606,48.898662412642814
5.808080808080808,57.12821657322502
7.01010101010101,61.876596127546044
8.212121212121213,68.09241016767838
9.414141414141413,70.31861160788195
10.616161616161616,74.53266349915543
11.818181818181818,76.62558042351246
13.02020202020202,81.00996888803938
14.222222222222221,83.39332296338534
15.424242424242424,84.63337528185161
16.626262626262626,85.02373001672083
17.828282828282827,88.79744382273277
19.03030303030303,88.76112626732524
20.232323232323232,88.43061329456285
21.434343434343436,89.19415616594064
22.636363636363637,91.05677178924277
23.838383838383837,91.6733225408459
25.04040404040404,90.56286312487669
26.242424242424242,92.49785946258775
27.444444444444443,90.40943257152543
28.646464646464647,94.4609047972973
29.848484848484848,93.51046989099845
31.050505050505052,93.54343842221975
32.25252525252525,91.35341413537304
33.45454545454545,93.04692761549991
34.656565656565654,92.16028370425823
35.85858585858586,93.06468595361211
37.06060606060606,94.17179104076007
38.26262626262626,94.93933395412934
39.464646464646464,93.70262419307352
40.666666666666664,95.32360416412648
41.86868686868687,95.09953762721558
43.07070707070707,92.37906618864865
44.27272727272727,93.69951082326989
45.474747474747474,93.55150270394856
46.676767676767675,93.65242205997917
47.878787878787875,95.31531577395162
49.08080808080808,94.81947353347354
50.282828282828284,93.56213119191113
51.484848484848484,93.49078463078527
52.686868686868685,94.89120752774113
53.888888888888886,94.67511738550675
55.09090909090909,94.70061075845052
56.292929292929294,93.43621157108184
57.494949494949495,95.0383970308435
58.696969696969695,95.46912459816286
59.898989898989896,93.76527924199395
61.101010101010104,91.48566147982164
62.303030303030305,93.91211171663157
63.505050505050505,94.91265527199184
64.70707070707071,93.99535427351864
65.9090909090909,95.38505088367305
67.11111111111111,95.0418944310073
68.31313131313131,94.82803021365945
69.51515151515152,92.53171213460219
70.71717171717172,95.5334881709683
71.91919191919192,93.27146231541299
73.12121212121212,95.18984408917005
74.32323232323232,94.44714521115678
75.52525252525253,95.03465466537972
76.72727272727273,94.77931190073164
77.92929292929293,97.28318596341558
79.13131313131314,94.04153749883373
80.33333333333333,93.61045558806889
81.53535353535354,94.2276111837739
82.73737373737374,92.8708920994277
83.93939393939394,96.18959556978899
85.14141414141415,94.90854790542761
86.34343434343434,95.4047351511773
87.54545454545455,94.13066633994089
88.74747474747475,93.72385517034155
89.94949494949495,93.86445448019532
91.15151515151516,95.6091147190603
92.35353535353535,95.43139446930425
93.55555555555556,95.68895678961124
94.75757575757575,93.78482860841883
95.95959595959596,92.75856797185392
97.16161616161617,93.71399072126945
98.36363636363636,94.30716707456334
99.56565656565657,92.83693605598405
100.76767676767676,94.17143035527894
101.96969696969697,94.98394178182197
103.17171717171718,93.80173403932926
104.37373737373737,94.29999552509052
105.57575757575758,94.81694680273975
106.77777777777777,93.95392498326342
107.97979797979798,93.33309650563828
109.18181818181819,94.59514343816555
110.38383838383838,93.5087390504624
111.58585858585859,93.42921586076947
112.78787878787878,94.48704008477871
113.98989898989899,93.34193269632406
115.1919191919192,96.64804871656678
116.39393939393939,94.5720565707867
117.5959595959596,95.35302613076112
118.79797979797979,94.71233158775865
120.0,94.58245279753548
